PUNTO;ESTADO;REGION;BOTELLONES;VENTA;FECHA
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;12,75;51000;2019-01-07 10:16:44.990
11 DE NOVIEMBRE;Inactivo;MAGDALENA;8,75;31500;2019-01-07 10:27:04.213
UNIMAGDALENA;Activo;MAGDALENA;13,75;49500;2019-01-07 10:32:17.427
TURBACO;Activo;BOLIVAR;34;122400;2019-01-07 10:38:57.040
YUCAL;Activo;MAGDALENA;7;25200;2019-01-07 10:39:25.370
MIRA CAMPESTRE;Inactivo;MAGDALENA;6;21600;2019-01-07 10:53:09.270
CIUDAD DEL SOL;Inactivo;MAGDALENA;14;50400;2019-01-07 11:03:19.960
SANTA CRUZ;Inactivo;MAGDALENA;7;25200;2019-01-07 11:17:41.340
MANZANARES;Activo;MAGDALENA;19,5;70200;2019-01-07 11:28:54.833
CURINCA;Inactivo;MAGDALENA;8,75;31500;2019-01-07 11:36:11.843
MARIA AUXILIADORA;Activo;ATLANTICO;18;64800;2019-01-07 13:27:32.813
EL REY;Activo;ATLANTICO;33,25;119700;2019-01-07 13:58:35.627
MALAMBO PALACE;Inactivo;ATLANTICO;9;32400;2019-01-07 14:04:20.880
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;38,5;138600;2019-01-07 14:04:33.683
PARAISO;Inactivo;ATLANTICO;15,5;55800;2019-01-07 14:10:59.820
ARJONA;Activo;BOLIVAR;120,5;433800;2019-01-07 14:17:34.710
MERIÑO;Inactivo;ATLANTICO;19,25;69300;2019-01-07 14:22:26.877
GAIRA;Inactivo;MAGDALENA;25;90000;2019-01-07 14:56:21.340
CRESPO;Inactivo;BOLIVAR;20;72000;2019-01-07 15:01:07.150
RODADERO 2;Inactivo;MAGDALENA;29,75;107100;2019-01-07 15:04:15.947
DON LEON;Activo;ATLANTICO;35;126000;2019-01-07 15:07:49.727
COBY;Inactivo;ATLANTICO;10,5;37800;2019-01-07 15:09:37.317
RODADERO;Inactivo;MAGDALENA;59;212400;2019-01-07 15:18:27.217
ARMELA;Inactivo;ATLANTICO;32,25;116100;2019-01-07 15:33:40.413
CASTELLANA;Inactivo;BOLIVAR;22,75;81900;2019-01-07 15:36:17.587
PORVENIR;Activo;ATLANTICO;26,5;95400;2019-01-07 15:55:12.283
DON ROBERTO;Activo;ATLANTICO;34,25;123300;2019-01-07 16:04:23.560
ESTRELLA;Inactivo;BOLIVAR;0,25;900;2019-01-07 16:32:23.267
3K;Activo;ATLANTICO;43,25;155700;2019-01-07 17:12:06.603
PUERTO COLOMBIA;Activo;ATLANTICO;13;46800;2019-01-07 19:12:44.207
GALICIA;Activo;MAGDALENA;53;190800;2019-01-08 07:20:07.383
ALMENDROS;Inactivo;MAGDALENA;10,25;36900;2019-01-08 07:30:39.470
OLAYA;Inactivo;MAGDALENA;10,5;37800;2019-01-08 07:39:45.367
CIUDAD DEL SOL;Inactivo;MAGDALENA;17;61200;2019-01-08 07:55:25.253
FERROCARRIL;Activo;MAGDALENA;25;90000;2019-01-08 07:56:00.873
ALCAZARES;Inactivo;MAGDALENA;16,25;58500;2019-01-08 08:05:54.970
SANTA CRUZ;Inactivo;MAGDALENA;6,75;24300;2019-01-08 08:06:03.167
BAVARIA 2;Inactivo;MAGDALENA;7,75;27900;2019-01-08 08:12:51.223
CURINCA;Inactivo;MAGDALENA;9,25;33300;2019-01-08 08:15:22.323
BAVARIA;Inactivo;MAGDALENA;12,75;45900;2019-01-08 08:20:31.097
YUCAL;Activo;MAGDALENA;13,75;49500;2019-01-08 08:27:48.357
CALLE 30;Inactivo;MAGDALENA;9,75;35100;2019-01-08 08:28:49.410
11 DE NOVIEMBRE;Inactivo;MAGDALENA;13;46800;2019-01-08 08:37:48.783
MANZANARES;Activo;MAGDALENA;6,75;24300;2019-01-08 08:41:11.503
PANDO;Inactivo;MAGDALENA;7,5;27000;2019-01-08 09:00:33.837
CIUDADELA;Activo;MAGDALENA;18,25;65700;2019-01-08 09:13:50.777
UNIMAGDALENA;Activo;MAGDALENA;15;54000;2019-01-08 09:25:13.287
DELICIAS;Inactivo;MAGDALENA;41,75;150300;2019-01-08 09:42:03.653
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;23;92000;2019-01-07 06:41:02.117
JARDIN;Activo;MAGDALENA;59,75;215100;2019-01-08 09:58:47.730
ESTRELLA;Inactivo;BOLIVAR;9,75;35100;2019-01-06 16:32:23.267
EDS ARCAS;Inactivo;MAGDALENA;12,25;44100;2019-01-08 10:08:33.463
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;25,25;90900;2019-01-06 14:04:33.683
EDS EL RIO;Activo;MAGDALENA;39;140400;2019-01-08 10:15:05.460
ALTOS PLAN PAREJO;Activo;BOLIVAR;63,5;228600;2019-01-08 10:18:34.480
GRANJA;Activo;BOLIVAR;143,75;517500;2019-01-08 10:26:03.947
RODADERO;Inactivo;MAGDALENA;28;100800;2019-01-08 10:32:24.457
RODADERO 2;Inactivo;MAGDALENA;17,75;63900;2019-01-08 10:38:41.190
MIRA CAMPESTRE;Inactivo;MAGDALENA;2;7200;2019-01-08 10:41:39.723
CRUZ;Activo;BOLIVAR;120;432000;2019-01-08 10:48:05.120
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;1;4000;2019-01-08 10:48:20.323
EL REY;Activo;ATLANTICO;50;180000;2019-01-08 10:53:52.427
PLAN PAREJO;Inactivo;BOLIVAR;63,25;227700;2019-01-08 11:01:08.440
GAIRA;Inactivo;MAGDALENA;10;36000;2019-01-08 11:05:40.100
PARAISO;Inactivo;ATLANTICO;14,25;51300;2019-01-08 11:20:27.927
MARIA AUXILIADORA;Activo;ATLANTICO;10;36000;2019-01-08 11:27:20.787
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;156;624000;2019-01-08 11:42:26.047
ESTRELLA;Inactivo;BOLIVAR;12,25;44100;2019-01-08 11:48:37.413
COBY;Inactivo;ATLANTICO;7,75;27900;2019-01-08 12:12:39.043
TURBACO;Activo;BOLIVAR;45,25;162900;2019-01-08 12:28:27.443
ARMELA;Inactivo;ATLANTICO;19,75;71100;2019-01-08 12:39:49.927
MALAMBO PALACE;Inactivo;ATLANTICO;1,5;5400;2019-01-08 13:18:16.140
MERIÑO;Inactivo;ATLANTICO;15;54000;2019-01-08 13:41:30.733
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;20,5;73800;2019-01-08 14:11:13.033
ARJONA;Activo;BOLIVAR;47;169200;2019-01-08 14:23:04.003
CRESPO;Inactivo;BOLIVAR;18,75;67500;2019-01-08 14:58:28.807
DON LEON;Activo;ATLANTICO;33,25;119700;2019-01-08 15:08:55.277
CASTELLANA;Inactivo;BOLIVAR;19,5;70200;2019-01-08 15:35:53.013
PORVENIR;Activo;ATLANTICO;13,75;49500;2019-01-08 15:38:46.013
DON ROBERTO;Activo;ATLANTICO;29,25;105300;2019-01-08 16:05:25.167
3K;Activo;ATLANTICO;46,75;168300;2019-01-08 16:58:03.090
PUERTO COLOMBIA;Activo;ATLANTICO;14,25;51300;2019-01-08 19:09:29.837
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;15;60000;2019-01-09 06:42:36.887
ALCAZARES;Inactivo;MAGDALENA;28,75;103500;2019-01-09 07:29:11.787
GALICIA;Activo;MAGDALENA;42,5;153000;2019-01-09 07:46:05.780
FERROCARRIL;Activo;MAGDALENA;26,25;94500;2019-01-09 07:51:05.740
EDS EL RIO;Activo;MAGDALENA;18;64800;2019-01-09 08:03:30.160
EDS ARCAS;Inactivo;MAGDALENA;4,75;17100;2019-01-09 08:09:12.730
RODADERO;Inactivo;MAGDALENA;39,25;141300;2019-01-09 08:18:16.193
RODADERO 2;Inactivo;MAGDALENA;10,5;37800;2019-01-09 08:31:12.247
JARDIN;Activo;MAGDALENA;52;187200;2019-01-09 08:32:53.017
ALMENDROS;Inactivo;MAGDALENA;1;3600;2019-01-09 08:43:20.043
PLAN PAREJO;Inactivo;BOLIVAR;35,25;126900;2019-01-09 08:46:23.290
DELICIAS;Inactivo;MAGDALENA;37,75;135900;2019-01-09 08:53:43.593
GRANJA;Activo;BOLIVAR;146;525600;2019-01-09 08:56:35.273
PESCAITO;Inactivo;MAGDALENA;33,5;120600;2019-01-09 09:07:48.137
ALTOS PLAN PAREJO;Activo;BOLIVAR;95,75;344700;2019-01-09 09:23:49.517
BAVARIA 2;Inactivo;MAGDALENA;4;14400;2019-01-09 09:35:40.070
CURINCA;Inactivo;MAGDALENA;8;28800;2019-01-09 09:52:15.087
ARJONA;Activo;BOLIVAR;16,25;58500;2019-01-09 09:53:51.560
SANTA CRUZ;Inactivo;MAGDALENA;5,5;19800;2019-01-09 10:01:48.983
BAVARIA;Inactivo;MAGDALENA;13,75;49500;2019-01-09 10:11:24.077
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;22,25;80100;2019-01-09 10:18:34.897
CALLE 30;Inactivo;MAGDALENA;6,5;23400;2019-01-09 10:20:28.210
MANZANARES;Activo;MAGDALENA;8,25;29700;2019-01-09 10:31:27.520
CIUDAD DEL SOL;Inactivo;MAGDALENA;6,75;24300;2019-01-09 10:43:03.217
ESTRELLA;Inactivo;BOLIVAR;8,5;30600;2019-01-09 10:47:02.113
MIRA CAMPESTRE;Inactivo;MAGDALENA;5,25;18900;2019-01-09 10:53:28.443
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;13;52000;2019-01-09 11:01:03.560
TURBACO;Activo;BOLIVAR;35;126000;2019-01-09 11:07:40.670
GAIRA;Inactivo;MAGDALENA;10,75;38700;2019-01-09 11:15:48.233
UNIMAGDALENA;Activo;MAGDALENA;19,5;70200;2019-01-09 11:43:22.663
3K;Activo;ATLANTICO;11,75;42300;2019-01-09 11:43:42.143
MARIA AUXILIADORA;Activo;ATLANTICO;14,75;53100;2019-01-09 11:45:34.343
MERIÑO;Inactivo;ATLANTICO;13,25;47700;2019-01-09 12:16:01.177
DON ROBERTO;Activo;ATLANTICO;33;118800;2019-01-09 12:32:14.500
CRESPO;Inactivo;BOLIVAR;10;36000;2019-01-09 12:56:08.607
MALAMBO PALACE;Inactivo;ATLANTICO;2,25;8100;2019-01-09 13:11:12.813
EL REY;Activo;ATLANTICO;42;151200;2019-01-09 13:11:40.280
ARMELA;Inactivo;ATLANTICO;30,5;109800;2019-01-09 13:33:10.567
COBY;Inactivo;ATLANTICO;14,75;53100;2019-01-09 13:44:20.513
PARAISO;Inactivo;ATLANTICO;14,5;52200;2019-01-09 13:54:52.307
CRUZ;Activo;BOLIVAR;89,5;322200;2019-01-09 14:15:41.253
YUCAL;Activo;MAGDALENA;20,25;72900;2019-01-09 14:17:43.783
11 DE NOVIEMBRE;Inactivo;MAGDALENA;23,75;85500;2019-01-09 14:41:49.480
PORVENIR;Activo;ATLANTICO;14,75;53100;2019-01-09 14:52:07.663
CIUDADELA;Activo;MAGDALENA;16;57600;2019-01-09 15:02:22.127
DON LEON;Activo;ATLANTICO;42,75;153900;2019-01-09 15:11:26.417
PANDO;Inactivo;MAGDALENA;3;10800;2019-01-09 15:18:32.050
OLAYA;Inactivo;MAGDALENA;7,75;27900;2019-01-09 16:06:52.393
CASTELLANA;Inactivo;BOLIVAR;10,25;36900;2019-01-09 16:38:01.227
PUERTO COLOMBIA;Activo;ATLANTICO;16,75;60300;2019-01-09 19:03:33.773
GAIRA;Inactivo;MAGDALENA;3,5;12600;2019-01-10 07:26:07.980
GALICIA;Activo;MAGDALENA;43;154800;2019-01-10 07:34:56.990
RODADERO 2;Inactivo;MAGDALENA;32,5;117000;2019-01-10 07:40:53.530
EDS EL RIO;Activo;MAGDALENA;22;79200;2019-01-10 07:43:55.127
RODADERO;Inactivo;MAGDALENA;30,5;109800;2019-01-10 07:45:21.923
EDS ARCAS;Inactivo;MAGDALENA;8,75;31500;2019-01-10 07:54:24.890
PANDO;Inactivo;MAGDALENA;3;10800;2019-01-10 08:07:03.007
CIUDADELA;Activo;MAGDALENA;8,75;31500;2019-01-10 08:16:28.347
CRUZ;Activo;BOLIVAR;39,25;141300;2019-01-10 08:18:41.510
JARDIN;Activo;MAGDALENA;50,75;182700;2019-01-10 08:20:37.927
UNIMAGDALENA;Activo;MAGDALENA;11,25;40500;2019-01-10 08:28:32.300
GRANJA;Activo;BOLIVAR;135;486000;2019-01-10 08:41:34.533
ALMENDROS;Inactivo;MAGDALENA;4;14400;2019-01-10 08:43:50.687
DELICIAS;Inactivo;MAGDALENA;29;104400;2019-01-10 08:52:17.200
PESCAITO;Inactivo;MAGDALENA;25;90000;2019-01-10 09:02:07.647
PLAN PAREJO;Inactivo;BOLIVAR;46,75;168300;2019-01-10 09:21:07.923
11 DE NOVIEMBRE;Inactivo;MAGDALENA;8,75;31500;2019-01-10 09:22:35.200
YUCAL;Activo;MAGDALENA;8,75;31500;2019-01-10 09:37:42.513
ALCAZARES;Inactivo;MAGDALENA;26,75;96300;2019-01-10 09:38:48.717
EL REY;Activo;ATLANTICO;25,25;90900;2019-01-10 09:41:12.303
FERROCARRIL;Activo;MAGDALENA;22,25;80100;2019-01-10 09:50:20.780
PARAISO;Inactivo;ATLANTICO;5,25;18900;2019-01-10 09:53:08.840
MIRA CAMPESTRE;Inactivo;MAGDALENA;4;14400;2019-01-10 09:55:26.670
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;21,25;76500;2019-01-10 09:55:45.597
ALTOS PLAN PAREJO;Activo;BOLIVAR;100,25;360900;2019-01-10 09:56:22.397
CIUDAD DEL SOL;Inactivo;MAGDALENA;7;25200;2019-01-10 10:03:06.933
ARJONA;Activo;BOLIVAR;41,25;148500;2019-01-10 10:15:01.670
OLAYA;Inactivo;MAGDALENA;3,25;11700;2019-01-10 10:17:10.643
CURINCA;Inactivo;MAGDALENA;10;36000;2019-01-10 10:20:58.870
ESTRELLA;Inactivo;BOLIVAR;4;14400;2019-01-10 10:28:32.523
TURBACO;Activo;BOLIVAR;41;147600;2019-01-10 10:47:53.517
BAVARIA 2;Inactivo;MAGDALENA;7,25;26100;2019-01-10 10:50:06.157
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;149;596000;2019-01-10 10:52:22.543
CALLE 30;Inactivo;MAGDALENA;3,5;12600;2019-01-10 11:11:32.040
MANZANARES;Activo;MAGDALENA;5,75;20700;2019-01-10 11:32:04.713
BAVARIA;Inactivo;MAGDALENA;16,5;59400;2019-01-10 11:40:58.897
SANTA CRUZ;Inactivo;MAGDALENA;2;7200;2019-01-10 11:55:02.847
3K;Activo;ATLANTICO;33,5;120600;2019-01-10 13:18:39.023
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;66;264000;2019-01-10 14:52:53.890
MARIA AUXILIADORA;Activo;ATLANTICO;30,5;109800;2019-01-10 15:20:33.343
CASTELLANA;Inactivo;BOLIVAR;10,75;38700;2019-01-10 15:33:01.143
BOKOBA;Inactivo;ATLANTICO;5,5;19800;2019-01-10 15:51:58.137
ARMELA;Inactivo;ATLANTICO;17;61200;2019-01-10 16:00:55.950
DON LEON;Activo;ATLANTICO;50,75;182700;2019-01-10 16:12:27.483
COBY;Inactivo;ATLANTICO;10,5;37800;2019-01-10 16:29:16.407
MALAMBO PALACE;Inactivo;ATLANTICO;1;3600;2019-01-10 17:04:29.303
PORVENIR;Activo;ATLANTICO;22,5;81000;2019-01-10 17:17:09.313
MERIÑO;Inactivo;ATLANTICO;11,5;41400;2019-01-10 17:21:29.830
PUERTO COLOMBIA;Activo;ATLANTICO;20,75;74700;2019-01-10 18:47:58.580
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;24;96000;2019-01-11 06:51:53.633
GRANJA;Activo;BOLIVAR;94,5;340200;2019-01-11 07:09:25.207
ALTOS PLAN PAREJO;Activo;BOLIVAR;76,75;276300;2019-01-11 07:32:17.597
PLAN PAREJO;Inactivo;BOLIVAR;21,5;77400;2019-01-11 07:37:41.350
CRUZ;Activo;BOLIVAR;73,5;264600;2019-01-11 07:54:41.953
ALMENDROS;Inactivo;MAGDALENA;4;14400;2019-01-11 07:59:08.197
TURBACO;Activo;BOLIVAR;24,75;89100;2019-01-11 08:00:08.167
EL REY;Activo;ATLANTICO;31,75;114300;2019-01-11 08:03:35.890
DELICIAS;Inactivo;MAGDALENA;33,25;119700;2019-01-11 08:09:23.073
PARAISO;Inactivo;ATLANTICO;9,75;35100;2019-01-11 08:12:15.600
PESCAITO;Inactivo;MAGDALENA;19,25;69300;2019-01-11 08:26:56.497
JARDIN;Activo;MAGDALENA;54,5;196200;2019-01-11 08:40:35.590
GALICIA;Activo;MAGDALENA;31,5;113400;2019-01-11 08:55:57.200
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;4;16000;2019-01-11 08:59:40.833
EDS ARCAS;Inactivo;MAGDALENA;8,75;31500;2019-01-11 09:09:41.720
EDS EL RIO;Activo;MAGDALENA;23;82800;2019-01-11 09:18:04.230
CRESPO;Inactivo;BOLIVAR;9,5;34200;2019-01-10 12:56:08.607
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;14,75;53100;2019-01-11 09:35:12.070
MIRA CAMPESTRE;Inactivo;MAGDALENA;5,5;19800;2019-01-11 09:41:53.097
CIUDAD DEL SOL;Inactivo;MAGDALENA;12,25;44100;2019-01-11 09:51:10.280
SANTA CRUZ;Inactivo;MAGDALENA;5;18000;2019-01-11 10:08:32.823
UNIMAGDALENA;Activo;MAGDALENA;14,5;52200;2019-01-11 10:11:02.633
CURINCA;Inactivo;MAGDALENA;15;54000;2019-01-11 10:22:13.980
ESTRELLA;Inactivo;BOLIVAR;10,5;37800;2019-01-11 11:17:58.677
ALCAZARES;Inactivo;MAGDALENA;25,75;92700;2019-01-11 11:30:19.790
ARJONA;Activo;BOLIVAR;31,75;114300;2019-01-11 10:15:01.670
OLAYA;Inactivo;MAGDALENA;6,75;24300;2019-01-11 11:56:28.427
BOKOBA;Inactivo;ATLANTICO;2,5;9000;2019-01-11 11:58:17.610
ARMELA;Inactivo;ATLANTICO;16,75;60300;2019-01-11 12:05:51.373
FERROCARRIL;Activo;MAGDALENA;33,5;120600;2019-01-11 12:07:25.963
COBY;Inactivo;ATLANTICO;3,25;11700;2019-01-11 12:11:53.200
YUCAL;Activo;MAGDALENA;14;50400;2019-01-11 12:23:50.300
11 DE NOVIEMBRE;Inactivo;MAGDALENA;17;61200;2019-01-11 12:34:36.450
MERIÑO;Inactivo;ATLANTICO;12;43200;2019-01-11 12:45:08.980
MALAMBO PALACE;Inactivo;ATLANTICO;5;18000;2019-01-11 12:56:06.800
BAVARIA;Inactivo;MAGDALENA;20;72000;2019-01-11 13:17:39.467
CASTELLANA;Inactivo;BOLIVAR;18,5;66600;2019-01-11 13:44:41.753
CRESPO;Inactivo;BOLIVAR;13,75;49500;2019-01-11 14:38:58.533
BAVARIA 2;Inactivo;MAGDALENA;12,25;44100;2019-01-11 16:28:27.153
CALLE 30;Inactivo;MAGDALENA;12,25;44100;2019-01-11 16:35:55.053
MANZANARES;Activo;MAGDALENA;9,75;35100;2019-01-11 16:48:41.373
RODADERO;Inactivo;MAGDALENA;70;252000;2019-01-11 16:59:04.553
RODADERO 2;Inactivo;MAGDALENA;51,25;184500;2019-01-11 17:07:50.380
GAIRA;Inactivo;MAGDALENA;18,5;66600;2019-01-11 17:32:05.433
CIUDADELA;Activo;MAGDALENA;23,75;85500;2019-01-11 17:54:49.087
PANDO;Inactivo;MAGDALENA;5;18000;2019-01-11 18:43:36.893
MARIA AUXILIADORA;Activo;ATLANTICO;22,25;80100;2019-01-11 19:13:13.113
DON LEON;Activo;ATLANTICO;31,25;112500;2019-01-11 19:33:50.370
PORVENIR;Activo;ATLANTICO;29,75;107100;2019-01-11 19:47:31.473
DON ROBERTO;Activo;ATLANTICO;102,5;369000;2019-01-11 19:55:39.867
3K;Activo;ATLANTICO;8,75;31500;2019-01-11 20:16:37.673
PUERTO COLOMBIA;Activo;ATLANTICO;46,25;166500;2019-01-11 21:21:02.707
PUERTO COLOMBIA;Activo;ATLANTICO;4;14400;2019-01-12 07:25:49.340
GALICIA;Activo;MAGDALENA;71,25;256500;2019-01-12 08:04:40.153
EDS EL RIO;Activo;MAGDALENA;27;97200;2019-01-12 08:23:19.173
BOKOBA;Inactivo;ATLANTICO;5;18000;2019-01-12 08:26:48.423
ARMELA;Inactivo;ATLANTICO;6,5;23400;2019-01-12 08:34:11.787
EDS ARCAS;Inactivo;MAGDALENA;10,25;36900;2019-01-12 08:36:37.797
COBY;Inactivo;ATLANTICO;4,25;15300;2019-01-12 08:41:15.970
JARDIN;Activo;MAGDALENA;58,75;211500;2019-01-12 08:48:30.363
ALMENDROS;Inactivo;MAGDALENA;8,25;29700;2019-01-12 08:57:23.583
MERIÑO;Inactivo;ATLANTICO;6,5;23400;2019-01-12 08:58:01.577
DELICIAS;Inactivo;MAGDALENA;21,25;76500;2019-01-12 09:06:08.827
MALAMBO PALACE;Inactivo;ATLANTICO;6;21600;2019-01-12 09:06:42.843
PESCAITO;Inactivo;MAGDALENA;12,5;45000;2019-01-12 09:19:31.270
TURBACO;Activo;BOLIVAR;38,75;139500;2019-01-12 09:24:19.413
CRUZ;Activo;BOLIVAR;90,5;325800;2019-01-12 09:30:28.230
OLAYA;Inactivo;MAGDALENA;3;10800;2019-02-12 09:31:21.180
FERROCARRIL;Activo;MAGDALENA;20,25;72900;2019-01-12 09:40:17.347
MARIA AUXILIADORA;Activo;ATLANTICO;1,25;4500;2019-01-12 09:56:01.547
PLAN PAREJO;Inactivo;BOLIVAR;54;194400;2019-01-12 10:05:24.073
ALCAZARES;Inactivo;MAGDALENA;25,75;92700;2019-01-12 10:09:18.897
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;9;36000;2019-01-12 10:14:09.370
BAVARIA;Inactivo;MAGDALENA;8;28800;2019-01-12 10:21:36.553
BAVARIA 2;Inactivo;MAGDALENA;3,75;13500;2019-01-12 10:27:08.737
3K;Activo;ATLANTICO;4,5;16200;2019-01-12 10:32:24.103
ALTOS PLAN PAREJO;Activo;BOLIVAR;98,5;354600;2019-01-12 10:37:51.143
MANZANARES;Activo;MAGDALENA;5,75;20700;2019-01-12 10:38:13.527
DON LEON;Activo;ATLANTICO;8,25;29700;2019-01-12 10:43:44.427
CALLE 30;Inactivo;MAGDALENA;4;14400;2019-01-12 10:45:33.090
PANDO;Inactivo;MAGDALENA;1;3600;2019-01-12 10:52:38.600
PORVENIR;Activo;ATLANTICO;6,5;23400;2019-01-12 10:54:05.880
GRANJA;Activo;BOLIVAR;180,5;649800;2019-01-12 10:54:38.407
DON ROBERTO;Activo;ATLANTICO;14,25;51300;2019-01-12 10:59:03.790
CIUDADELA;Activo;MAGDALENA;2;7200;2019-01-12 11:02:42.707
PARAISO;Inactivo;ATLANTICO;31;111600;2019-01-12 11:12:08.627
EL REY;Activo;ATLANTICO;19,5;70200;2019-01-12 11:19:45.240
GAIRA;Inactivo;MAGDALENA;4,75;17100;2019-01-12 11:47:09.637
RODADERO 2;Inactivo;MAGDALENA;15,5;55800;2019-01-12 11:58:24.120
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;27,25;98100;2019-01-12 12:01:33.110
RODADERO;Inactivo;MAGDALENA;20,25;72900;2019-01-12 12:06:27.470
ARJONA;Activo;BOLIVAR;41,75;150300;2019-01-12 12:09:08.920
MARIA;Inactivo;ATLANTICO;2;7200;2019-01-12 12:09:14.407
CURINCA;Inactivo;MAGDALENA;12,75;45900;2019-01-12 12:25:07.273
SANTA CRUZ;Inactivo;MAGDALENA;6;21600;2019-01-12 12:36:39.877
CIUDAD DEL SOL;Inactivo;MAGDALENA;19,75;71100;2019-01-12 12:47:41.360
MIRA CAMPESTRE;Inactivo;MAGDALENA;9;32400;2019-01-12 12:53:52.890
YUCAL;Activo;MAGDALENA;15,75;56700;2019-01-12 13:03:17.820
11 DE NOVIEMBRE;Inactivo;MAGDALENA;16;57600;2019-01-12 13:15:34.657
CRESPO;Inactivo;BOLIVAR;5,25;18900;2019-01-12 13:16:47.247
CASTELLANA;Inactivo;BOLIVAR;21,5;77400;2019-01-12 13:45:03.233
UNIMAGDALENA;Activo;MAGDALENA;17,5;63000;2019-01-12 13:51:02.487
CIUDADELA;Activo;MAGDALENA;9,5;34200;2019-01-13 06:13:09.617
PANDO;Inactivo;MAGDALENA;0;0;2019-01-13 06:44:07.707
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;22;88000;2019-01-13 06:44:21.520
CALLE 30;Inactivo;MAGDALENA;5,25;18900;2019-01-13 07:08:25.610
MANZANARES;Activo;MAGDALENA;6,75;24300;2019-01-13 07:31:37.013
GALICIA;Activo;MAGDALENA;52,25;188100;2019-01-13 07:47:34.587
JARDIN;Activo;MAGDALENA;45,75;164700;2019-01-13 08:01:58.770
ALMENDROS;Inactivo;MAGDALENA;4;14400;2019-01-13 08:13:45.450
DELICIAS;Inactivo;MAGDALENA;34;122400;2019-01-13 08:20:17.970
FERROCARRIL;Activo;MAGDALENA;13,5;48600;2019-01-13 08:34:04.327
PESCAITO;Inactivo;MAGDALENA;25,75;92700;2019-01-13 08:35:49.953
ALCAZARES;Inactivo;MAGDALENA;39,75;143100;2019-01-13 08:50:56.710
RODADERO;Inactivo;MAGDALENA;24,75;89100;2019-01-13 09:07:28.063
RODADERO 2;Inactivo;MAGDALENA;19;68400;2019-01-13 09:15:12.137
CRUZ;Activo;BOLIVAR;88,5;318600;2019-01-13 09:46:54.757
TURBACO;Activo;BOLIVAR;22,75;81900;2019-01-13 09:47:41.740
GRANJA;Activo;BOLIVAR;113,25;407700;2019-01-13 09:58:09.010
EDS ARCAS;Inactivo;MAGDALENA;21,5;77400;2019-01-13 10:05:07.200
ESTRELLA;Inactivo;BOLIVAR;12;43200;2019-01-13 10:11:14.983
EDS EL RIO;Activo;MAGDALENA;34;122400;2019-01-13 10:24:01.407
MIRA CAMPESTRE;Inactivo;MAGDALENA;6,25;22500;2019-01-13 10:37:57.377
CIUDAD DEL SOL;Inactivo;MAGDALENA;9,25;33300;2019-01-13 10:46:15.800
UNIMAGDALENA;Activo;MAGDALENA;12,5;45000;2019-01-13 10:51:39.330
SANTA CRUZ;Inactivo;MAGDALENA;0;0;2019-01-13 10:58:20.540
PLAN PAREJO;Inactivo;BOLIVAR;33,75;121500;2019-01-13 11:25:12.507
YUCAL;Activo;MAGDALENA;7,5;27000;2019-01-13 11:31:07.480
ALTOS PLAN PAREJO;Activo;BOLIVAR;79,75;287100;2019-01-13 11:37:56.653
11 DE NOVIEMBRE;Inactivo;MAGDALENA;19,25;69300;2019-01-13 11:43:37.403
BAVARIA;Inactivo;MAGDALENA;7,25;26100;2019-01-13 12:00:18.140
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;20;80000;2019-01-13 12:47:10.543
MARIA AUXILIADORA;Activo;ATLANTICO;17,5;63000;2019-01-13 13:26:41.193
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;18,5;66600;2019-01-13 14:41:34.703
ARMELA;Inactivo;ATLANTICO;26;93600;2019-01-13 14:46:52.063
EL REY;Activo;ATLANTICO;37,5;135000;2019-01-13 14:49:12.380
ARJONA;Activo;BOLIVAR;41,5;149400;2019-01-13 14:53:17.713
PARAISO;Inactivo;ATLANTICO;20,25;72900;2019-01-13 14:59:14.640
COBY;Inactivo;ATLANTICO;7,75;27900;2019-01-13 15:00:33.120
3K;Activo;ATLANTICO;15,25;54900;2019-01-13 15:11:35.110
BOKOBA;Inactivo;ATLANTICO;21,25;76500;2019-01-13 15:25:43.193
MERIÑO;Inactivo;ATLANTICO;2,25;8100;2019-01-13 15:43:36.777
OLAYA;Inactivo;MAGDALENA;5;18000;2019-01-13 15:47:13.197
